日期,融资买入额(元),融资余额(元),融券卖出量,融券余量,融券余额(元),融资融券余额(元)
2021-07-12,169991784,168858003,0,0,0,168858003
2021-07-13,242277429,335022005,0,0,0,335022005
2021-07-14,366530245,396350854,0,0,0,396350854
2021-07-15,301721655,494571057,0,0,0,494571057
2021-07-16,183016140,457138458,0,0,0,457138458
2021-07-19,271704373,594435314,0,0,0,594435314
2021-07-20,118820014,647877565,0,0,0,647877565
2021-07-21,147910115,582895274,0,0,0,582895274
2021-07-22,244422072,739370260,0,0,0,739370260
2021-07-23,166392479,729291686,0,0,0,729291686
2021-07-26,124935192,702049664,0,0,0,702049664
2021-07-27,172011355,603663123,0,0,0,603663123
2021-07-28,325275837,748524589,0,0,0,748524589
2021-07-29,396870295,1005088741,0,0,0,1005088741
2021-07-30,431500017,1185537781,0,0,0,1185537781
2021-08-02,546486820,1215998264,0,0,0,1215998264
2021-08-03,171582886,1211762561,0,0,0,1211762561
2021-08-04,263693057,1299152659,0,0,0,1299152659
2021-08-05,151891232,1307077983,0,0,0,1307077983
2021-08-06,199450492,1309084011,0,0,0,1309084011
2021-08-09,149552010,1360187388,0,0,0,1360187388
2021-08-10,128569134,1299526287,0,0,0,1299526287
2021-08-11,234246407,1367298078,0,0,0,1367298078
2021-08-12,230578922,1462212412,0,0,0,1462212412
2021-08-13,238102988,1453757528,0,0,0,1453757528
2021-08-16,148384666,1400989830,0,0,0,1400989830
2021-08-17,119587974,1417750053,0,0,0,1417750053
2021-08-18,96464080,1399818547,0,0,0,1399818547
2021-08-19,166699598,1376784575,0,0,0,1376784575
2021-08-20,107431512,1321859865,0,0,0,1321859865
2021-08-23,241924683,1394159651,0,0,0,1394159651
2021-08-24,153633849,1328752699,0,0,0,1328752699
2021-08-25,361065795,1486749440,0,0,0,1486749440
2021-08-26,261484488,1614958771,0,0,0,1614958771
2021-08-27,269011038,1644935522,0,0,0,1644935522
2021-08-30,394787638,1558477986,0,0,0,1558477986
2021-08-31,220723286,1484792720,0,0,0,1484792720
2021-09-01,269054261,1368399985,0,0,0,1368399985
2021-09-02,295887880,1386321825,0,0,0,1386321825
2021-09-03,512894853,1414586108,0,0,0,1414586108
2021-09-06,246724175,1461594873,0,0,0,1461594873
2021-09-07,214021451,1527000653,0,0,0,1527000653
2021-09-08,272218818,1560175832,0,0,0,1560175832
2021-09-09,149809117,1524373667,0,0,0,1524373667
2021-09-10,214146809,1534618788,0,0,0,1534618788
2021-09-13,165132104,1511801618,0,0,0,1511801618
2021-09-14,173976294,1543698263,0,0,0,1543698263
2021-09-15,209634535,1582268517,0,0,0,1582268517
2021-09-16,209819272,1490328583,0,0,0,1490328583
2021-09-17,148374699,1486366318,0,0,0,1486366318
2021-09-22,94065200,1452336734,0,0,0,1452336734
2021-09-23,58967656,1448140837,0,0,0,1448140837
2021-09-24,101797017,1439457571,0,0,0,1439457571
2021-09-27,73412954,1371094568,0,0,0,1371094568
2021-09-28,72457566,1355285172,0,0,0,1355285172
2021-09-29,117554564,1309111640,0,0,0,1309111640
2021-09-30,70140727,1292276851,0,0,0,1292276851
2021-10-08,90494261,1310315671,0,0,0,1310315671
2021-10-11,74276327,1317618570,0,0,0,1317618570
2021-10-12,68231655,1342049804,0,0,0,1342049804
2021-10-13,172240792,1309087330,0,0,0,1309087330
2021-10-14,96008463,1345943980,0,0,0,1345943980
