日期,融资余额(元),融资买入额(元),融资偿还额(元),融券余量,融券卖出量,融券偿还量
2019-08-19,7082315,7505766,567103,0,0,0
2019-08-20,12196772,7904331,2789874,0,0,0
2019-08-21,9005151,1864352,5055973,500,500,0
2019-08-22,21733634,14218979,1490496,0,0,500
2019-08-23,21202762,4115588,4646460,400,400,0
2019-08-26,22429789,3801000,2573973,400,0,0
2019-08-27,28244827,8440903,2625865,11700,11300,0
2019-08-28,29860977,6555106,4938956,11700,0,0
2019-08-29,32880240,7452970,4433707,37400,25700,0
2019-08-30,46026736,25164564,12018068,37400,0,0
2019-09-02,47935476,11937451,10028711,37400,0,0
2019-09-03,43564290,10738918,15110104,37400,0,0
2019-09-04,40060234,10697254,14201310,22400,0,15000
2019-09-05,36327521,4798475,8531188,22400,0,0
2019-09-06,36232458,7468112,7563175,22400,0,0
2019-09-09,38445760,10279817,8066515,22400,0,0
2019-09-10,45863192,16130213,8712781,22400,0,0
2019-09-11,47539064,10370233,8694361,21700,0,700
2019-09-12,48202097,5745175,5082142,21700,0,0
2019-09-16,51084198,11900031,9017930,21700,0,0
2019-09-17,48448427,4758671,7394442,21700,0,0
2019-09-18,58281626,18400283,8567084,22400,700,0
2019-09-19,58327854,9668506,9622278,22400,0,0
2019-09-20,51236603,6594102,13685353,11400,0,11000
2019-09-23,49922775,5531163,6844991,11400,0,0
2019-09-24,50263098,14512428,14172105,11400,0,0
2019-09-25,53504272,12309686,9068512,11400,0,0
2019-09-26,52856811,5712703,6360164,11400,0,0
2019-09-27,52112190,5981555,6726176,11400,0,0
2019-09-30,49367373,2867586,5612403,11400,0,0
2019-10-08,54393029,6677143,1651487,11400,0,0
2019-10-09,50104788,2029215,6317456,11400,0,0
2019-10-10,50797242,4509514,3817060,11400,0,0
2019-10-11,50445040,3333704,3685906,11400,0,0
2019-10-14,52555049,5021157,2911148,12200,800,0
2019-10-15,50035616,4768024,7287457,12600,400,0
2019-10-16,51604232,5426382,3857766,12800,200,0
2019-10-17,49658270,2727145,4673107,13000,400,200
2019-10-18,44472447,3575066,8760889,2500,200,10700
2019-10-21,42721474,5784146,7535119,2500,0,0
2019-10-22,43933297,3541301,2329478,2500,0,0
2019-10-23,44667101,4362028,3628224,700,0,1800
2019-10-24,46612672,5481269,3535698,700,0,0
2019-10-25,46468886,5349245,5493031,8700,8000,0
2019-10-28,64989643,33239787,14719030,8700,0,0
2019-10-29,65527226,15721821,15184238,18700,10000,0
2019-10-30,65010001,13070431,13587656,18800,100,0
2019-10-31,61977967,11434076,14466110,19100,300,0
2019-11-01,65120225,12707508,9565250,21100,2000,0
2019-11-04,65549042,7217713,6788896,30100,9000,0
